0 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893 17.83414427 0.96714291 40.03386893
0 17.83414449 0.96714426 30.68320100 17.83414449 0.96714426 30.68320100 17.83414449 0.96714426 30.68320100 17.83414449 0.96714426 30.68320100
1 17.83419298 0.96714341 36.38369482 17.83419298 0.96714341 36.38369482 17.83419298 0.96714341 36.38369482 17.83419298 0.96714341 36.38369482
2 17.83423834 0.96714346 36.48549673 17.83423834 0.96714346 36.48549672 17.83423834 0.96714346 36.48549672 17.83423834 0.96714346 36.48549672
3 17.83432580 0.96714463 30.20576531 17.83432580 0.96714463 30.20576530 17.83432580 0.96714463 30.20576530 17.83432580 0.96714463 30.20576530
4 17.83443508 0.96714342 39.48397855 17.83443508 0.96714342 39.48397854 17.83443508 0.96714342 39.48397854 17.83443508 0.96714342 39.48397854
5 17.83454180 0.96714499 30.09560975 17.83454180 0.96714499 30.09560975 17.83454180 0.96714499 30.09560974 17.83454180 0.96714499 30.09560974
6 17.83473824 0.96714445 35.12390065 17.83473824 0.96714445 35.12390064 17.83473824 0.96714445 35.12390064 17.83473824 0.96714445 35.12390064
7 17.83488348 0.96714462 35.55699947 17.83488348 0.96714462 35.55699947 17.83488348 0.96714462 35.55699946 17.83488348 0.96714462 35.55699946
8 17.83512948 0.96714626 28.57403048 17.83512948 0.96714626 28.57403048 17.83512948 0.96714626 28.57403047 17.83512948 0.96714626 28.57403047
9 17.83537838 0.96714514 37.77871745 17.83537838 0.96714514 37.77871744 17.83537838 0.96714514 37.77871744 17.83537838 0.96714514 37.77871744
10 17.83561978 0.96714707 28.43360749 17.83561979 0.96714707 28.43360748 17.83561979 0.96714707 28.43360748 17.83561979 0.96714707 28.43360747
11 17.83603017 0.96714692 32.64204349 17.83603018 0.96714692 32.64204348 17.83603018 0.96714692 32.64204348 17.83603018 0.96714692 32.64204347
12 17.83631757 0.96714724 33.48898752 17.83631758 0.96714724 33.48898751 17.83631758 0.96714724 33.48898750 17.83631758 0.96714724 33.48898750
13 17.83680756 0.96714967 25.71612694 17.83680757 0.96714967 25.71612693 17.83680757 0.96714967 25.71612692 17.83680757 0.96714967 25.71612692
14 17.83728799 0.96714863 34.79094464 17.83728800 0.96714863 34.79094462 17.83728800 0.96714863 34.79094461 17.83728800 0.96714863 34.79094461
